235	3.04199e-05
236	7.32977e-06
237	1.76509e-06
238	4.24862e-07
239	1.0219e-07
240	2.45874e-08
241	5.95372e-09
241	4
242	0.78338
243	0.175703
244	0.042114
245	0.0103757
246	0.00258316
247	0.000645262
248	0.000161271
249	4.02897e-05
250	1.00588e-05
251	2.50972e-06
252	6.25894e-07
253	1.56092e-07
254	3.88996e-08
255	9.64528e-09
255	4
256	0.802956
257	0.186572
258	0.0464464
259	0.011879
260	0.00306726
261	0.000794132
262	0.000205643
263	5.32198e-05
264	1.37633e-05
265	3.55713e-06
266	9.18909e-07
267	2.37363e-07
268	6.12328e-08
269	1.58434e-08
270	4.07528e-09
270	4
271	0.822605
272	0.197979
273	0.051177
274	0.0135827
275	0.00363613
276	0.00097542
277	0.000261625
278	7.01202e-05
279	1.87791e-05
280	5.0262e-06
281	1.34468e-06
282	3.59601e-07
283	9.61421e-08
284	2.57398e-08
285	6.87297e-09
285	4
286	0.842273
287	0.209931
288	0.0563348
289	0.0155106
290	0.00430346
291	0.00119576
292	0.000332106
293	9.21582e-05
294	2.55533e-05
295	7.08101e-06
296	1.96136e-06
297	5.43143e-07
298	1.50338e-07
299	4.16854e-08
300	1.151e-08
301	3.17168e-09
301	4
302	0.861897
303	0.222429
304	0.0619485
305	0.0176885
306	0.00508482
307	0.00146303
308	0.000420646
309	0.000120827
310	3.46782e-05
311	9.94705e-06
312	2.85212e-06
313	8.17525e-07
314	2.34276e-07
315	6.71719e-08
316	1.91869e-08
317	5.55485e-09
317	4
318	0.881401
319	0.235466
320	0.0680462
321	0.0201438
322	0.00599782
323	0.0017865
324	0.000531611
325	0.000158027
326	4.69364e-05
327	1.39329e-05
328	4.1344e-06
329	1.22655e-06
330	3.63776e-07
331	1.0797e-07
332	3.19737e-08
333	9.48998e-09
333	4
334	0.900692
335	0.249027
336	0.0746543
337	0.0229057
338	0.00706222
339	0.00217706
340	0.000670323
341	0.000206165
342	6.3356e-05
343	1.94591e-05
344	5.97457e-06
345	1.83398e-06
346	5.62858e-07
347	1.72787e-07
348	5.30437e-08
349	1.62826e-08
350	4.99716e-09
350	4
351	0.919661
352	0.263086
353	0.0817959
